,Unnamed: 0,headline,url,publisher,date,stock
131661,132008,BTU Int'l (BTUI) and Astronics (ATRO) - Zacks #1 Rank Top Performers,https://www.benzinga.com/content/zacks-investment-research-all-commentary-articles/11/03/941149/btu-intl-btui-and-astronics-a,webmaster,2011-03-21 00:00:00,ATRO
467573,468737,FE Unit in Power Reliability Program - Analyst Blog,http://www.zacks.com/stock/news/100497/fe-unit-in-power-reliability-program,Zacks,2013-05-30 00:00:00,DTE
792948,794788,Dividend Challenger Highlights: Week Of September 15,https://seekingalpha.com/article/4291566-dividend-challenger-highlights-week-september-15?source=partner_benzinga,Seeking Alpha,2019-09-14 00:00:00,HRC
690952,692575,"Saba Capital Management, L.P. Buys Voya Prime Rate Trust, Nuveen Floating Rate Income Fund, ...",http://www.gurufocus.com/news/1149833/saba-capital-management-lp-buys-voya-prime-rate-trust-nuveen-floating-rate-income-fund-blackstone--gso-strategic-credit-fund-sells-blackrock-credit-allocation-income-trust-eaton-vance-floatingrate-income-trust-communi,GuruFocus,2020-05-28 00:00:00,GHY
1383194,1386399,Revisiting Qualcomm's Datacenter Initiative,http://seekingalpha.com/article/3962336-revisiting-qualcomms-datacenter-initiative?source=partner_benzinga,Seeking Alpha,2016-03-31 00:00:00,RHT
266149,266834,Crown Castle closes $1.5B acquisition of FiberNet,http://seekingalpha.com/news/3235622-crown-castle-closes-1_5b-acquisition-fibernet?source=partner_benzinga,Seeking Alpha,2017-01-17 00:00:00,CCI
1392305,1395537,Still Neutral on Cepheid - Analyst Blog,http://www.zacks.com/stock/news/92566/still-neutral-on-cepheid,Zacks,2013-02-12 00:00:00,RMD
355430,356361,Cray Announces New AI Workflow Software Suite and Reference Configurations to Jump-Start AI and ...,http://www.gurufocus.com/news/699556/cray-announces-new-ai-workflow-software-suite-and-reference-configurations-to-jumpstart-ai-and-analytics-deployments,GuruFocus,2018-06-25 00:00:00,CRAY
1815042,1819337,"Energy Funds Streak Higher As Oil Hits $48, Best Level Since July",http://www.investors.com/etfs-and-funds/etfs/oil-stock-and-mining-funds-streak-higher-as-dollar-falls-after-fed/?ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2016-08-18 00:00:00,XOP
1390060,1393290,"Host Hotels FFO and Revenues Beat, 2014 Outlook Raised - Analyst Blog",http://www.zacks.com/stock/news/152301/host-hotels-ffo-and-revenues-beat-2014-outlook-raised,Zacks,2014-10-30 00:00:00,RLJ
523183,524458,Enterprise to load first supertanker at Texas City marine terminal this month,https://seekingalpha.com/news/3365284-enterprise-load-first-supertanker-texas-city-marine-terminal-month?source=partner_benzinga,Seeking Alpha,2018-06-20 00:00:00,ENB
799672,801521,Biotech Forum: The Week Ahead,https://seekingalpha.com/article/4161819-biotech-forum-week-ahead?source=partner_benzinga,Seeking Alpha,2018-04-09 00:00:00,HT
351105,352024,"SXC Health Solutions, Seagate Technology Among Stocks Hitting 52-Week Highs Wednesday",https://www.benzinga.com/content/12/04/2508376/sxc-health-solutions-seagate-technology-among-stocks-hitting-52-week-highs-wed,webmaster,2012-04-18 00:00:00,CPN
1435566,1438892,"Stimulus packages from Hong Kong, Japan",https://seekingalpha.com/news/3523893-stimulus-packages-from-hong-kong-japan?source=partner_benzinga,Seeking Alpha,2019-12-05 00:00:00,SCJ
1337414,1340507,Weekly Energy Recap: Pondering Permian Pipeline,https://seekingalpha.com/article/4284598-weekly-energy-recap-pondering-permian-pipeline?source=partner_benzinga,Seeking Alpha,2019-08-11 00:00:00,PXE
1440630,1443962,This Was A Painful Week To Watch,https://seekingalpha.com/article/4152954-painful-week-watch?source=partner_benzinga,Seeking Alpha,2018-03-03 00:00:00,SDD
648786,650274,Midday Gainers / Losers,http://seekingalpha.com/news/2630675-midday-gainers-losers?source=partner_benzinga,Seeking Alpha,2015-07-15 00:00:00,FSI
792148,793988,Hillary's New Plan No Threat To Drug Stocks,http://seekingalpha.com/article/4005909-hillarys-new-plan-threat-drug-stocks?source=partner_benzinga,Seeking Alpha,2016-09-13 00:00:00,HQL
715121,716816,"International Value Advisers, LLC Buys Berkshire Hathaway Inc, LKQ Corp, The Western Union Co, ...",http://www.gurufocus.com/news/1136547/international-value-advisers-llc-buys-berkshire-hathaway-inc-lkq-corp-the-western-union-co-sells-bank-of-america-corp-ishares-gold-trust-goldman-sachs-group-inc,GuruFocus,2020-05-14 00:00:00,GOOGL
417296,418378,MGPI Stock Getting Cheaper By The Day,https://seekingalpha.com/article/4228337-mgpi-stock-getting-cheaper-day?source=partner_benzinga,Seeking Alpha,2018-12-14 00:00:00,DEO
805282,807149,"Dow, S&P Jump Over 3% on Encouraging Vaccine Data",https://www.zacks.com/registration/ultimatetrader/welcome/eoffer/30c3?adid=ZU_CONTENT_SYND&cid=CS-BENZ-FT-zucommentary-25390,Zacks,2020-05-19 00:00:00,HUM
24073,24190,5 Stocks Under $10 Set to Soar,https://www.benzinga.com/content/thestreet-com/12/10/2987721/5-stocks-under-10-set-to-soar,webmaster,2012-10-11 00:00:00,ADNC
1131362,1134006,Hartstreet Oil: Permian Basin Production Analysis Comparison Of Concho And Occidental In Southern Reeves County,http://seekingalpha.com/article/4042921-hartstreet-oil-permian-basin-production-analysis-comparison-concho-occidental-southern-reeves?source=partner_benzinga,Seeking Alpha,2017-02-06 00:00:00,NBL
678674,680264,"Off-road Engines Market —…—… : Top Countries Data, Market Size, Defination, Global ...",http://www.gurufocus.com/news/1030537/offroad-engines-market-2020--top-countries-data-market-size-defination-global-share-trend-segmentation-and-forecast-to-2026,GuruFocus,2020-02-06 00:00:00,GDP
1312683,1315730,PRA Group's (PRAA) CEO Kevin Stevenson on Q4 2017 Results - Earnings Call Transcript,https://seekingalpha.com/article/4151429-pra-groups-praa-ceo-kevin-stevenson-q4-2017-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2018-02-27 00:00:00,PRAA
382316,383324,"Advantus Capital Management Inc Buys Healthpeak Properties Inc, Cousins Properties Inc, Park ...",http://www.gurufocus.com/news/1028295/advantus-capital-management-inc-buys-healthpeak-properties-inc-cousins-properties-inc-park-hotels--resorts-inc-sells-healthpeak-properties-inc-highwoods-properties-inc-liberty-property-trust,GuruFocus,2020-02-04 00:00:00,CUZ
1111508,1114107,Ride High on 4 Auto Stocks Set to Beat Q3 Earnings,http://www.zacks.com/stock/news/280700/ride-high-on-4-auto-stocks-set-to-beat-q3-earnings?cid=CS-BENZ-FT-280700,Zacks,2017-10-27 00:00:00,MTOR
809193,811068,"Raytheon (RTN) Q3 Earnings Top, Improve Y/Y, EPS View Up",http://www.zacks.com/stock/news/582081/raytheon-rtn-q3-earnings-top-improve-y-y-eps-view-up?cid=CS-BENZ-FT-analyst_blog|earnings_article-582081,Zacks,2019-10-24 00:00:00,HXL
1191320,1194119,Automated Fare Collection Market —…—…-—…—9 By New Business Advancement – ...,http://www.gurufocus.com/news/1149104/automated-fare-collection-market-20202029-by-new-business-advancement--forecast-to-2029-advanced-card-systems-ltd-cubic-corporation-atos-se,GuruFocus,2020-05-28 00:00:00,NXP
609796,611227,Top 10 Basic Materials Dividend Dogs Yield 16.5% To 41.3% As Of October 7,http://seekingalpha.com/article/3562256-top-10-basic-materials-dividend-dogs-yield-16_5-percent-to-41_3-percent-as-of-october-7?source=partner_benzinga,Seeking Alpha,2015-10-09 00:00:00,FELP
727079,728800,Bill Miller's Hot Again: The Stock He Works For,https://www.benzinga.com/content/http-ycharts-comanalysisstoryfund-star-bill-millers-hot-again-own-his-employer/13/08/3820221,ycharts,2013-08-07 00:00:00,GRPN
833018,834963,Internet Gold reports Q4 results,http://seekingalpha.com/news/3168099-internet-gold-reports-q4-results?source=partner_benzinga,Seeking Alpha,2016-03-17 00:00:00,IGLD
1162144,1164875,"InsiderInsights.com Daily Round Up 2/4/16: CIT, RIT, TGI, BCRX",http://seekingalpha.com/article/3871606-insiderinsights-com-daily-round-2-4-16-cit-rit-tgi-bcrx?source=partner_benzinga,Seeking Alpha,2016-02-06 00:00:00,NOG
715117,716812,"American Century Companies Inc Buys Microsoft Corp, Amazon.com Inc, Apple Inc",http://www.gurufocus.com/news/1137070/american-century-companies-inc-buys-microsoft-corp-amazoncom-inc-apple-inc,GuruFocus,2020-05-14 00:00:00,GOOGL
715034,716729,Stocks Are Ready To Climb Once Again On June 2,https://talkmarkets.com/content/stocks-are-ready-to-climb-once-again-on-june-2?post=264130,TalkMarkets,2020-06-02 00:00:00,GOOGL
69764,69973,Stake Reduction Have Greatest Impact on Arnold Schneider's Portfolio,http://www.gurufocus.com/news/360887/stake-reduction-have-greatest-impact-on-arnold-schneiders-portfolio,GuruFocus,2015-09-14 00:00:00,ALL
872407,874465,Notable earnings before Tuesday's open,http://seekingalpha.com/news/3126086-notable-earnings-tuesday-s-open?source=partner_benzinga,Seeking Alpha,2016-02-22 00:00:00,ISLE
209759,210300,BMO Annual TFSA Report: Contributions Expected to Rise 34 Per Cent,http://www.gurufocus.com/news/290239/bmo-annual-tfsa-report-contributions-expected-to-rise-34-per-cent,GuruFocus,2014-11-06 00:00:00,BMO
1762313,1766474,"With Weatherford out, GE may be primed for Halliburton assets",http://seekingalpha.com/news/2792346-with-weatherford-out-ge-may-be-primed-for-halliburton-assets?source=partner_benzinga,Seeking Alpha,2015-09-22 00:00:00,WFT
375635,376622,CenturyLink (CTL) Q4 Earnings Surpass Estimates,http://www.zacks.com/stock/news/354394/centurylink-ctl-q4-earnings-surpass-estimates?cid=CS-BENZ-FT-354394,Zacks,2019-02-13 00:00:00,CTL
1202274,1205083,Frontline (FRO) Gains But Lags Market: What You Should Know,http://www.zacks.com/stock/news/762716/frontline-fro-gains-but-lags-market-what-you-should-know?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_6v1-762716,Zacks,2020-02-12 00:00:00,OESX
715160,716855,"Oakview Capital Management, L.p. Buys Sysco Corp, JB Hunt Transport Services Inc, Alphabet Inc, ...",http://www.gurufocus.com/news/1131198/oakview-capital-management-lp-buys-sysco-corp-jb-hunt-transport-services-inc-alphabet-inc-sells-tmobile-us-inc,GuruFocus,2020-05-08 00:00:00,GOOGL
1630772,1634579,6 Durable-Goods Stocks with Upside,https://www.benzinga.com/content/thestreet-com/11/08/1884078/6-durable-goods-stocks-with-upside,webmaster,2011-08-25 00:00:00,TRW
1165369,1168114,Neenah Announces John P. O'Donnell To Retire As CEO; Julie A. Schertell Named As Successor,http://www.gurufocus.com/news/1035713/neenah-announces-john-p-odonnell-to-retire-as-ceo-julie-a-schertell-named-as-successor,GuruFocus,2020-02-11 00:00:00,NP
655558,657055,"Gloom gets worse for U.S. farmers, ag shares after trade war escalation",https://seekingalpha.com/news/3494402-gloom-gets-worse-u-s-farmers-ag-shares-trade-war-escalation?source=partner_benzinga,Seeking Alpha,2019-08-23 00:00:00,FUD
1517790,1521358,Spirit Is No Longer Spooky,https://seekingalpha.com/article/4270048-spirit-longer-spooky?source=partner_benzinga,Seeking Alpha,2019-06-13 00:00:00,SRC
234358,234973,How MO & 3 Others Are Placed in a Challenging Tobacco Space,http://www.zacks.com/stock/news/297406/how-mo-3-others-are-placed-in-a-challenging-tobacco-space?cid=CS-BENZ-FT-297406,Zacks,2018-03-29 00:00:00,BTI
367748,368719,JinkoSolar Sells 5 MW PV Modules for Solar Project in Greece,http://www.zacks.com/stock/news/349876/jinkosolar-sells-5-mw-pv-modules-for-solar-project-in-greece?cid=CS-BENZ-FT-349876,Zacks,2019-01-28 00:00:00,CSIQ
1742324,1746440,U.S. rail traffic down 6% in 2016,http://seekingalpha.com/news/3170399-u-s-rail-traffic-6-percent-2016?source=partner_benzinga,Seeking Alpha,2016-03-30 00:00:00,WAB
1467372,1470745,Game Plan For The Coming Week - Cramer's Mad Money (5/15/15),http://seekingalpha.com/article/3191126-game-plan-for-the-coming-week-cramers-mad-money-5-15-15?source=partner_benzinga,Seeking Alpha,2015-05-18 00:00:00,SIRI
918137,920309,"Reilly Financial Advisors, Llc Buys Nike Inc, Target Corp, Akamai Technologies Inc, Sells ...",http://www.gurufocus.com/news/1103372/reilly-financial-advisors-llc-buys-nike-inc-target-corp-akamai-technologies-inc-sells-walmart-inc-palo-alto-networks-inc-union-pacific-corp,GuruFocus,2020-04-13 00:00:00,JPM
1096192,1098745,Marin Software: A Basement Bargain Ripe For Growth Or Acquisition,https://seekingalpha.com/article/4162816-marin-software-basement-bargain-ripe-growth-acquisition?source=partner_benzinga,Seeking Alpha,2018-04-13 00:00:00,MRIN
757458,759216,People's United Reiterated Neutral - Analyst Blog,https://www.benzinga.com/content/zacks-investment-research-all-commentary-articles/11/03/907258/peoples-united-reiterated-neu,webmaster,2011-03-07 00:00:00,HCBK
1403059,1406323,"Red Robin Gourmet Burgers beats by $0.04, misses on revenue",http://seekingalpha.com/news/3105456-red-robin-gourmet-burgers-beats-0_04-misses-revenue?source=partner_benzinga,Seeking Alpha,2016-02-12 00:00:00,RRGB
715174,716869,"Md Sass Investors Services Inc Buys Charles Schwab Corp, Perrigo Co PLC, Facebook Inc, Sells ...",http://www.gurufocus.com/news/1128372/md-sass-investors-services-inc-buys-charles-schwab-corp-perrigo-co-plc-facebook-inc-sells-norwegian-cruise-line-holdings-gildan-activewear-inc-webster-financial-corp,GuruFocus,2020-05-06 00:00:00,GOOGL
1415736,1419026,Revance's RT002 demonstrates positive results in aesthetic neuromodulator clinical program,https://seekingalpha.com/news/3414298-revance-s-rt002-demonstrates-positive-results-aesthetic-neuromodulator-clinical-program?source=partner_benzinga,Seeking Alpha,2018-12-04 00:00:00,RVNC
480264,481456,Exchange-Traded Products Series Part 1: Why Invest?,http://seekingalpha.com/article/4007002-exchange-traded-products-series-part-1-invest?source=partner_benzinga,Seeking Alpha,2016-09-19 00:00:00,DXJ
309413,310213,What Makes Knowles (KN) a Strong Sell? - Tale of the Tape,http://www.zacks.com/stock/news/152383/knowles-is-a-stock-to-sell-with-its-share-price-falling-for-past-1-month,Zacks,2014-10-31 00:00:00,CLRO
775323,777125,"Highwoods Properties FFO beats by $0.02, beats on revenue",https://seekingalpha.com/news/3480456-highwoods-properties-ffo-beats-0_02-beats-revenue?source=partner_benzinga,Seeking Alpha,2019-07-23 00:00:00,HIW
1213533,1216364,"Omnicell, Inc. (OMCL) CEO Randall Lipps on Q3 2018 Results - Earnings Call Transcript",https://seekingalpha.com/article/4214692-omnicell-inc-omcl-ceo-randall-lipps-q3-2018-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2018-10-25 00:00:00,OMCL
1450785,1454141,Green Monday for Capital Markets Around the Globe,http://www.gurufocus.com/news/573714/green-monday-for-capital-markets-around-the-globe,GuruFocus,2017-10-02 00:00:00,SGEN
1259239,1262166,"The Klein Law Firm Reminds Investors of a Class Action Filed on Behalf of Patterson Companies, ...",http://www.gurufocus.com/news/680178/the-klein-law-firm-reminds-investors-of-a-class-action-filed-on-behalf-of-patterson-companies-inc-shareholders-and-a-lead-plaintiff-deadline-of-may-29-2018-pdco,GuruFocus,2018-05-10 00:00:00,PDCO
1244658,1247560,NCR Looks Evenly Poised - Analyst Blog,http://www.zacks.com/stock/news/98278/ncr-looks-evenly-poised,Zacks,2013-04-30 00:00:00,PAYX
1152458,1155163,Tracking George Soros's Portfolio - Q2 2015 Update,http://seekingalpha.com/article/3443756-tracking-george-soross-portfolio-q2-2015-update?source=partner_benzinga,Seeking Alpha,2015-08-17 00:00:00,NICE
425198,426286,Noil!,http://seekingalpha.com/article/2905266-noil?source=partner_benzinga,Seeking Alpha,2015-02-11 00:00:00,DGAZ
1715823,1719873,Bert Hochfeld On The Investing City Podcast (Transcript),https://seekingalpha.com/article/4241009-bert-hochfeld-investing-city-podcast-transcript?source=partner_benzinga,Seeking Alpha,2019-02-14 00:00:00,VMW
268114,268820,"Holland America Line Named Tops for Dining, Itineraries and Entertainment in —…–9 Cruise ...",https://www.benzinga.com/node/14943180,GuruFocus,2019-12-05 00:00:00,CCL
353653,354579,Monthly Paid Dividends From All-Cap U.S. Equities And Funds For April,https://seekingalpha.com/article/4161548-monthly-paid-dividends-cap-u-s-equities-funds-april?source=partner_benzinga,Seeking Alpha,2018-04-06 00:00:00,CPTA
960014,962253,Fed expected to ease regulations for big banks next week,https://seekingalpha.com/news/3503984-fed-expected-ease-regulations-big-banks-next-week?source=partner_benzinga,Seeking Alpha,2019-10-04 00:00:00,KRE
136680,137038,The Vetr community has upgraded $AUY to 4-Stars.,https://www.vetr.com/research/NYSE:AUY?fd=2015-10-12,Vetr,2015-10-12 00:00:00,AUY
1773492,1777683,"Bye, Bye, Bye (MLPs) Part 1: Who's Saying Bye And Why?",https://seekingalpha.com/article/4189793-bye-bye-bye-mlps-part-1-saying-bye?source=partner_benzinga,Seeking Alpha,2018-07-25 00:00:00,WMB
1656358,1660222,"Westwood Holdings Group Inc Buys Vanguard Growth, Texas Instruments Inc, Arthur J. ...",http://www.gurufocus.com/news/596762/westwood-holdings-group-inc-buys-vanguard-growth-texas-instruments-inc-arthur-j-gallagher-sells-alliance-data-systems-corp-northwestern-corp-electronics-for-imaging-inc,GuruFocus,2017-11-15 00:00:00,TXN
1651861,1655718,"New Preferred Stock IPOs, November 2017",https://seekingalpha.com/article/4129265-new-preferred-stock-ipos-november-2017?source=partner_benzinga,Seeking Alpha,2017-12-04 00:00:00,TWO
905385,907514,TIC For May Is Really What Is Missing About China,http://seekingalpha.com/article/3348575-tic-for-may-is-really-what-is-missing-about-china?source=partner_benzinga,Seeking Alpha,2015-07-23 00:00:00,JFC
234020,234635,"Philip Morris' Cigarette Sales Low, RRPs Stay in Demand (Revised)",http://www.zacks.com/stock/news/439056/philip-morris-cigarette-sales-low-rrps-stay-in-demand-revised?cid=CS-BENZ-FT-439056,Zacks,2019-07-08 00:00:00,BTI
715124,716819,"Cheviot Value Management, LLC Buys Sprott Physical Gold and Silver Trust, Comcast Corp, ...",http://www.gurufocus.com/news/1135883/cheviot-value-management-llc-buys-sprott-physical-gold-and-silver-trust-comcast-corp-medtronic-plc-sells-anheuserbusch-inbev-sanv-apple-inc-fairfax-financial-holdings,GuruFocus,2020-05-13 00:00:00,GOOGL
